text_description,kbli_code,kbli_label,kbji_code,kbji_label
Aktivitas: Karyawan PERAwatan kebun kelapa sawit pt bga. Produk: Buah kelapa sawit. Usaha: Perkebunan kelapa sawit pt bga.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
"Aktivitas: Pemilik toko sembako/keperluan rumah tangga, sabun, beras dll. Produk: Beras, perlengkapan mandi, minyak goreng dll. Usaha: Pedagang sembako eceran.",47249,PERDAGANGAN ECERAN MAKANAN LAINNYA,5221,PEMILIK TOKO
Aktivitas: Operator excavator milik orang. Produk: Jasa operator excavator untuk Pembukaan lahan perkebunan. Usaha: PENYEWAan alat berat excavator.,55900,PENYEDIAAN AKOMODASI LAINNYA,8341,OPERATOR MESIN BERGERAK PERTANIAN DAN KEHUTANAN
Aktivitas: Mengajar di taman kanak kanak harapan pertiwi desa sukajaya. Produk: Jasa pendidikan. Usaha: Taman kanak kanak harapan pertiwi desa sukajaya.,85133,PENDIDIKAN KELOMPOK BERMAIN,2342,GURU ANAK USIA DINI
"Aktivitas: Petani kepala sawit dan petani sayur di kebun milik sendiri. Produk: Kangkung, buncis, cabai, kelapa sawit. Usaha: Pertanian sayur dan perkebunan kelapa sawit milik pribadi.",01139,"PERTANIAN SAYURAN, BUAH DAN ANEKA UMBI LAINNYA",6114,PEKERJA PERTANIAN TANAMAN CAMPURAN (TUMPANG SARI)
Aktivitas: Satpam di perkebunan kelapa sawit pt bga. Produk: Jasa keamanan. Usaha: Perkebunan kelapa sawit pt bga.,01262,PERKEBUNAN BUAH KELAPA SAWIT,5414,PENJAGA KEAMANAN
Aktivitas: Kepala tk harapan pertiwi di desa sukajaya. Produk: Jasa pendidikan. Usaha: Taman kanak kanak harapan pertiwi desa sukajaya.,85133,PENDIDIKAN KELOMPOK BERMAIN,2342,GURU ANAK USIA DINI
Aktivitas: Anggota TPK DI KOPERASI KOMPAK MAJU bersama desa sukajaya. Produk: Pelaksana dalam membagikan bagi hasil dari plasma kebun sawit dari koperasi ke petani/ pemilik. Usaha: Koperasi.,01262,PERKEBUNAN BUAH KELAPA SAWIT,4311,JURU TATA USAHA AKUNTANSI DAN PEMBUKUAN
Aktivitas: MEMELIHARA KELAPA SAWIT MILIK SENDIRI. Produk: KELAPA SAWIT. Usaha: Memelihara kelapa sawit milik sendiri.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Memelihara kelapa sawit milik sendiri. Produk: Kelapa sawit. Usaha: Memelihara kelapa sawit milik sendiri.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Memelihara kebun sendiri. Produk: Kelapa sawit. Usaha: Pemeliharaan kelapa sawit.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: MEMELIHARA KELAPA SAWIT SENDIRI. Produk: KELAPA SAWIT. Usaha: PEMELIHARAAN KELAPA SAWIT SENDIRI.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: MEMELIHARA KELAPA SAWIT MILIK ORANG LAIN. Produk: Kelapa sawit. Usaha: MEMELIHARA KELAPA SAWIT MILIK ORANG LAIN.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Pemeliharaan kelapa sawit orang. Produk: Buah sawit. Usaha: Pemeliharaan Kelapa sawit.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Menjual sayur hasil tanaman sendiri. Produk: Sayur-sayuran. Usaha: Menjual dan menanam sayur.,01139,"PERTANIAN SAYURAN, BUAH DAN ANEKA UMBI LAINNYA",6114,PEKERJA PERTANIAN TANAMAN CAMPURAN (TUMPANG SARI)
Aktivitas: Pemeliharaan KElapa SAWIT orang (Manen). Produk: Kelapa sawit. Usaha: Pemeliharaan kelapa sawit (Manen(.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Pemeliharaan kelapa sawit (PEMANEN). Produk: Kelapa sawit. Usaha: Pemeliharaan kelapa sawit.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: PEMANEN kelapa sawit DI PERUSAHAAN BGA. Produk: Kelapa sawit. Usaha: PT BGA.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: MEMELIHARA KELAPA SAWIT MILIK ORANG LAIN. Produk: KELAPA SAWIT. Usaha: MEMELIHARA KELAPA SAWIT MILIK ORANG LAIN.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Burug PEMBUATan bata merah. Produk: Bata merah. Usaha: Pembuatan bata merah.,23921,INDUSTRI BATU BATA DARI TANAH LIAT/KERAMIK,9329,BURUH INDUSTRI PENGOLAHAN YTDL
Aktivitas: OPERATOR ALAT BERAT DI PT BGA. Produk: OPERATOR ALAT BERAT. Usaha: OPERATOR ALAT BERAT DI PT BGA.,01262,PERKEBUNAN BUAH KELAPA SAWIT,8341,OPERATOR MESIN BERGERAK PERTANIAN DAN KEHUTANAN
Aktivitas: MENJUAL MAKANAN RINGAN. Produk: Makanan ringan. Usaha: Penyediaan makanan ringan.,56103,KEDAI MAKANAN,5211,PEDAGANG DI KIOS DAN LOS PASAR
Aktivitas: Menangkap ikan sungai. Produk: Penangkapan ikan (perikanan). Usaha: Penangkapan ikan di sungai (perikanan).,03142,JASA PRODUKSI PENANGKAPAN IKAN DI PERAIRAN DARAT,6222,PEKERJA PERIKANAN TANGKAP DI PERAIRAN UMUM DAN PESISIR
Aktivitas: Pemeliharaan kelapa sawit dan pensiunan ASN. Produk: Kelapa sawit. Usaha: Perkebunan kelapa sawit.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Supir truck ANGKUt sawit. Produk: Buah sawit. Usaha: Pengangkutan.,01262,PERKEBUNAN BUAH KELAPA SAWIT,8332,PENGEMUDI TRUK BERAT DAN TRUK KONTAINER
Aktivitas: Supir truck pengangkutan sawit. Produk: Buah sawit. Usaha: Pengangkutan.,01262,PERKEBUNAN BUAH KELAPA SAWIT,8332,PENGEMUDI TRUK BERAT DAN TRUK KONTAINER
Aktivitas: Menjual kue tradisional. Produk: Kue tradisional. Usaha: Penjualan kue.,10792,INDUSTRI KUE BASAH,5212,PEDAGANG MAKANAN KAKI LIMA
Aktivitas: MEMELIHARA KELAPA SAWIT ORANG LAIN. Produk: KELAPA SAWIT. Usaha: MEMELIHARA KELAPA SAWIT MILIK ORANG LAIN.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Pembuat kue tradisional dan kerupuk gandum. Produk: Menjual kue tradisional. Usaha: Usaha penyediaan makanan(kue tradisional).,10792,INDUSTRI KUE BASAH,5211,PEDAGANG DI KIOS DAN LOS PASAR
Aktivitas: Menjaga konservasi alam di danau masoraian. Produk: Konservasi alam danau masoraian. Usaha: Danau masoraian.,91035,SUAKA MARGASATWA,5414,PENJAGA KEAMANAN
Aktivitas: MENJUAL MAKANAN DAN MINUMAN DI KANTIN SEKOLAH. Produk: Penyediaan makanan dan minuman. Usaha: Kantin sekolah.,56103,KEDAI MAKANAN,5212,PEDAGANG MAKANAN KAKI LIMA
Aktivitas: Peternak ayam kampung skala kecil. Produk: Menjual ayam kampung dan telur ayam kampung. Usaha: Peternakan.,01464,BUDIDAYA AYAM LOKAL DAN PERSILANGANNYA,6122,PEKERJA PETERNAKAN UNGGAS
Aktivitas: Berdagang sayur-sayuran dan sembako. Produk: Menjual sayur-sayuran dan sembako. Usaha: Warung.,47112,"PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)",5211,PEDAGANG DI KIOS DAN LOS PASAR
Aktivitas: KARYAWAN HONORER di kantor kecamatan. Produk: KARYAWAN HONORER di kantor kecamatan. Usaha: Kantor kecamatan.,84112,PENYELENGGARAAN PEMERINTAH NEGARA DAN KESEKRETARIATAN NEGARA,4110,TENAGA PERKANTORAN UMUM
Aktivitas: Guru di TAMAN BELAJAR BERKAH. Produk: Guru taman belajar. Usaha: Guru taman belajar.,85133,PENDIDIKAN KELOMPOK BERMAIN,2342,GURU ANAK USIA DINI
Aktivitas: Karyawan honorer satuan polisi pamong praja. Produk: Jasa pemerintahan. Usaha: Satuan polisi pamong PRAja.,84119,KEGIATAN ADMINISTRASI PEMERINTAHAN LAINNYA,5419,TENAGA USAHA JASA PERLINDUNGAN YTDL
Aktivitas: Pegawai negeri Sipil kebidanan di puskesmas. Produk: Jasa pemerintahan. Usaha: Pns kebidanan.,86102,AKTIVITAS PUSKESMAS,2222,PROFESIONAL KEBIDANAN
Aktivitas: Mandor panen kelapa sawit di pt bga. Produk: Kelapa sawit. Usaha: Perkebunan kelapa sawit.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Merawat kebun kelapa sawit milik pribadi. Produk: Buah kelapa sawit. Usaha: Perkebunan kelapa sawit.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Ternak sapi milik sendiri. Produk: Sapi. Usaha: Peternakan.,01411,PEMBIBITAN DAN BUDIDAYA SAPI POTONG,6130,PEKERJA CAMPURAN PERTANIAN DAN PETERNAKAN
"Aktivitas: Mencangkul di kebun milik orang. Produk: Sayur sayuran, kacang panjang. Usaha: Pertanian di kebun milik orang.",01131,PERTANIAN HORTIKULTURA SAYURAN DAUN,6114,PEKERJA PERTANIAN TANAMAN CAMPURAN (TUMPANG SARI)
"Aktivitas: Karyawan perawatan (nyemprot, memupuk, menebas) di kebun kelapa sawit pt bga. Produk: Buah kelapa sawit. Usaha: Perkebunan kelapa sawit milik pt bga.",01139,"PERTANIAN SAYURAN, BUAH DAN ANEKA UMBI LAINNYA",6114,PEKERJA PERTANIAN TANAMAN CAMPURAN (TUMPANG SARI)
Aktivitas: Pemilik kebun kelapa sawit. Produk: Kelapa sawit. Usaha: Perkebunan kelapa sawit milik pribadi.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Peternak ayam pedaging/potong milik sendiri. Produk: Daging ayam. Usaha: Peternakan ayam.,01461,BUDIDAYA AYAM RAS PEDAGING,6320,PETERNAK SUBSISTEN
Aktivitas: Membantu mengurus dan menjual ayam pedaging milik keluarga. Produk: Daging ayam. Usaha: Peternakan ayam PEDAGINg.,01461,BUDIDAYA AYAM RAS PEDAGING,6320,PETERNAK SUBSISTEN
Aktivitas: Pemilik warung angkringan. Produk: Makanan dan minuman siap saji. Usaha: Pedagang kaki lima.,56103,KEDAI MAKANAN,5212,PEDAGANG MAKANAN KAKI LIMA
Aktivitas: Membantu menjaga warung angkringan milik keluarga. Produk: Makanan dan minuman siap saji. Usaha: Warung makan.,56102,RUMAH/WARUNG MAKAN,5169,TENAGA USAHA JASA PERORANGAN YTDL
Aktivitas: Pemilik kebun kelapa sawit. Produk: Buah kelapa sawit. Usaha: Perkebunan kelapa sawit.,01262,PERKEBUNAN BUAH KELAPA SAWIT,6112,PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK
Aktivitas: Pemilik toko kosmetik. Produk: Alat dan barang kosmetik. Usaha: Toko kosmetik dan pernak pernik.,47844,PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOSMETIK,5221,PEMILIK TOKO
Aktivitas: Kontraktor dan pemilik alat berat. Produk: Jasa operator dan penyewaan alat berat. Usaha: Kontraktor.,43905,PENYEWAAN ALAT KONSTRUKSI DENGAN OPERATOR,8342,OPERATOR MESIN PENGERUK TANAH DAN YBDI
Aktivitas: Tukang bangunan. Produk: Jasa konstruksi. Usaha: Konstruksi.,42919,KONSTRUKSI BANGUNAN SIPIL LAINNYA YTDL,9313,BURUH BANGUNAN
Aktivitas: Mengajar di Tk melati dusun makarti jaya. Produk: Jasa pendidikan. Usaha: Sekolah / taman kanak kanak.,85132,PENDIDIKAN TAMAN KANAK-KANAK SWASTA/RAUDATUL ATHFAL/BUSTANUL ATHFAL,2342,GURU ANAK USIA DINI
Aktivitas: Kepala sekolah sdn baru 1. Produk: Jasa pemerintahan. Usaha: Pendidikan sekolah dasar.,85111,PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH,1345,MANAJER PENDIDIKAN
Aktivitas: Petugas kesehatan medical check-up. Produk: Jasa konsultan kesehatan. Usaha: Perusahaan konsultasi kesehatan.,86105,AKTIVITAS KLINIK SWASTA,3222,ASISTEN PROFESIONAL KEBIDANAN
Aktivitas: Sopir pick up angkut barang pindahan. Produk: Jasa angkut barang. Usaha: Angkut barang.,49431,ANGKUTAN BERMOTOR UNTUK BARANG UMUM,8322,"PENGEMUDI MOBIL, TAKSI DAN VAN"
Aktivitas: Operator alat berat kobelco. Produk: Jasa sewa alat berat. Usaha: Perusahaan alat berat kobelco pangkalan bun.,46593,"PERDAGANGAN BESAR ALAT TRANSPORTASI DARAT (BUKAN MOBIL, SEPEDA MOTOR, DAN SEJENISNYA), SUKU CADANG DAN PERLENGKAPANNYA",8332,PENGEMUDI TRUK BERAT DAN TRUK KONTAINER
Aktivitas: Pemilik rental alat berat ramli. Produk: Jasa sewa alat berat. Usaha: Penyedia alat berat.,77311,AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT TRANSPORTASI DARAT BUKAN KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,5221,PEMILIK TOKO
Aktivitas: Warung jual jajanan anak-anak. Produk: Jajanan makanan dan minuman. Usaha: Warung jajanan makan & minum.,47242,"PERDAGANGAN ECERAN ROTI, KUE KERING, SERTA KUE BASAH DAN SEJENISNYA",5221,PEMILIK TOKO
Aktivitas: Membantu orang tua menjaga warung jajanan anak-anak. Produk: Jajanan makanan dan minuman anak-anak. Usaha: Warung jajanan pribadi.,47242,"PERDAGANGAN ECERAN ROTI, KUE KERING, SERTA KUE BASAH DAN SEJENISNYA",5221,PEMILIK TOKO
Aktivitas: Menjaga warung sembako pribadi. Produk: Jasa konsume. Usaha: Warung sembako milik sendiri.,47241,PERDAGANGAN ECERAN BERAS,5221,PEMILIK TOKO
Aktivitas: Kurir ekspedisi sicepat pangkalan bun. Produk: Jasa ekspedisi barang. Usaha: Perusahaan logistik.,53201,AKTIVITAS KURIR,9621,"KURIR, PENGANTAR PAKET DAN KULI ANGKUT BARANG"
Aktivitas: Instruktur/pelatih gym. Produk: Jasa kebugaran. Usaha: Persewaan alat kebugaran.,93116,FASILITAS PUSAT KEBUGARAN/ FITNESS CENTER,3422,"PELATIH, INSTRUKTUR DAN KRU OLAHRAGA"
Aktivitas: Pemilik bengkel dinamo sumarji. Produk: Jasa perbaikan dinamo. Usaha: Bengkel dinamo milik sendiri.,45407,REPARASI DAN PERAWATAN SEPEDA MOTOR,7231,MEKANIK DAN TUKANG REPARASI KENDARAAN BERMOTOR
Aktivitas: Pemilik warung sate ayam & daging misbar natai arahan. Produk: Makanan dan minuman siap saji. Usaha: Warung makan milik sendiri.,56102,RUMAH/WARUNG MAKAN,5120,JURU MASAK
Aktivitas: Tenaga bidan bantu di rumah bersalin bidan liana. Produk: Jasa persalinan dan melahirkan. Usaha: Rumah bersalin.,86105,AKTIVITAS KLINIK SWASTA,2222,PROFESIONAL KEBIDANAN
Aktivitas: Menjual sembako grosir keliling. Produk: Jasa konsumen. Usaha: Grosiran sembako dengan modal pribadi.,47112,"PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)",5243,PEDAGANG RUMAH KE RUMAH
Aktivitas: Pemilik usaha ternak ayam potong. Produk: Jasa ternak ayam ras (ayam potong). Usaha: Peternakan ayam potong milik sendiri.,01461,BUDIDAYA AYAM RAS PEDAGING,6122,PEKERJA PETERNAKAN UNGGAS
Aktivitas: Kepolisian daerah kab.kotawaringin barat. Produk: Jasa pemerintahan. Usaha: Polisi daerah kota pangkalan bun.,84231,KEPOLISIAN,0215,BINTARA POLRI
Aktivitas: Satpam perusahaan sawit citra borneo indah. Produk: Jasa keamanan. Usaha: Perusahaan komersial sawit.,01262,PERKEBUNAN BUAH KELAPA SAWIT,9211,BURUH PERTANIAN
Aktivitas: PENGAJAR/GURU DI SDN 2 SUMBER AGUNG (PNS). Produk: JASA PENDIDIKAN. Usaha: PENDIDIKAN (SEKOLAH NEGERI).,85111,PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH,2341,GURU SEKOLAH DASAR
Aktivitas: PENGAJAR/GURU DI SMAN 1 PANGKALAN BUN (PNS). Produk: JASA PENDIDIKAN. Usaha: PENDIDIKAN (SEKOLAH NEGERI).,85210,PENDIDIKAN MENENGAH ATAS/ALIYAH PEMERINTAH,2330,GURU PENDIDIKAN MENENGAH
Aktivitas: MENGAJAR/GURU DI SDN 1 MENDAWAI (PNS). Produk: JASA PENDIDIKAN. Usaha: PENDIDIKAN (SEKOLAH NEGERI).,85111,PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH,2341,GURU SEKOLAH DASAR
Aktivitas: MENCARI IKAN DI SUNGAI. Produk: IKAN SUNGAI. Usaha: PERIKANAN (MENCARI IKAN).,03121,PENANGKAPAN PISCES/IKAN BERSIRIP DI PERAIRAN DARAT,6340,"NELAYAN, PEMBURU, PENANGKAP DAN PENGUMPUL SUBSISTEN"
Aktivitas: BERJUALAN IKAN YANG DITANGKAP OLEH SUAMI (RACHMADI). Produk: IKAN SUNGAI. Usaha: PERDAGANGAN.,47215,PERDAGANGAN ECERAN HASIL PERIKANAN,5211,PEDAGANG DI KIOS DAN LOS PASAR
Aktivitas: BERJUALAN ES TEH SOLO DIDEPAN RUMAH. Produk: MINUMAN (ES TEH). Usaha: WARUNG MINUMAM.,56304,KEDAI MINUMAN,5212,PEDAGANG MAKANAN KAKI LIMA
Aktivitas: PHOTOGRAPHER DAN VIDEOGRAPHER DI PHOTO STUDIO. Produk: JASA FOTOGRAFI. Usaha: Fotografi.,74201,AKTIVITAS FOTOGRAFI,3431,FOTOGRAFER
Aktivitas: MEMBANTU USAHA SITI NUR SHINTYA SEBAGAI PHOTOGRAPHER. Produk: JASA FOTOGRAFI. Usaha: FOTOGRAFI.,74201,AKTIVITAS FOTOGRAFI,3431,FOTOGRAFER
"Aktivitas: BERJUALAN MAKANAN RINGAN DAN MINUMAN DI WARUNG SEKOLAH. Produk: MAKANAN DAN MINUMAN (KERUPUK BASAH, MIE GELAS, POP ICE, DSB). Usaha: PERDAGANGAN (WARUNG MAKANAN RINGAN).",56102,RUMAH/WARUNG MAKAN,5120,JURU MASAK
